Case_no,Joint,Composition_Method,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,C,Mn,S
8175,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2712333485788206,0.6076383917651503,0.010810140544422805
8176,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22814000508382778,0.6769197379369735,0.00930965908602481
8177,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23636667161096542,0.6480785223330127,0.0043844941311485235
8178,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21898877291033617,0.6316159942049346,0.001235751332113036
8179,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24327645128313424,0.633868508733304,0.0018647973027796855
8180,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.30079000466774364,0.6178544870660655,0.008071505214054269
8181,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.1871531552176747,0.624916324446201,0.009535089858056896
8182,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24900740435981344,0.5967092901991927,0.007528101098157697
8183,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.1793731169139695,0.6508212246236862,0.0023224274460825387
8184,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25876406672732005,0.5983871841609423,0.0050821131875056665
8185,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25264087182062656,0.6371396612010966,0.0070837642263670685
8186,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21570909189137746,0.6197131565458295,0.006020219173620157
8187,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.252740475758091,0.6664928075956988,0.010794226417252726
8188,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.208691234174655,0.6567833588677551,0.004985138784930991
8189,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2393116463047166,0.6084317024622294,0.005967482698216587
8190,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23042913700662987,0.613046332890746,0.008780181246249082
8191,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20339865995514367,0.5848890500335086,0.009384653678061695
8192,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2642413999283588,0.6230850020601897,0.012265429820754802
8193,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22018102791656602,0.6366439313200672,0.005030846050677794
8194,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19101443787654526,0.6192621567545743,0.018258727997272385
8195,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26776850128767765,0.626680906623754,0.0029373693667765583
8196,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18919236918666715,0.6223989619381802,0.009535968078147838
8197,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19561532247684432,0.6158424292006542,0.009142525552008606
8198,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22241607971477032,0.5722438403163003,0.008656320968131017
8199,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2504844385661983,0.6338562561063208,0.006360135166330598
8200,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.17414925992211894,0.6318836321549708,0.022430733494417977
8201,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2386112227122964,0.6081254690049899,0.005459217136936605
8202,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20650758887230214,0.6211331542014186,0.00596300150222891
8203,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20630065680881118,0.6028762069304912,0.022361759656481656
8204,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2177229246875207,0.6173924525214152,0.01330775240875939
8205,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21774377897658054,0.650577136803585,0.014691543601182893
8206,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24364545485667424,0.6104849756023726,0.004224946481912396
8207,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.210567979887249,0.610163140693496,0.005773428201287585
8208,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22325908742576783,0.6374613610502764,0.011472610235585975
8209,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.1856690761318877,0.6197920537828916,0.006361713665194135
8210,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24462840138703734,0.6318250753971084,0.019895659237304717
8211,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2640746805375059,0.6245403450608108,5.6624346199677e-4
8212,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22744694043033345,0.6471525844022097,2.0917833809912245e-4
8213,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20193489153169708,0.6314701101327641,0.02249649554226696
8214,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26775169807280474,0.64724399738231575,0.007691707585332708
8215,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20222153126448345,0.6019957183743504,0.006701408394195364
8216,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27314443859128573,0.6371295236952564,0.019963774110251197
8217,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24855765505094002,0.5827658367294936,0.004962816397770787
8218,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.1852854520537644,0.6233137316268427,0.00944737381788121
8219,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.261377376264769,0.6009454506787311,0.006795425323482756
8220,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2781207943630291,0.6576870820054584,0.012306645315337214
8221,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25099738811177397,0.6270154840584137,0.006533691218567451
8222,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25323428134479037,0.6415030132424622,0.01677683798775261
8223,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27926488503619595,0.641139685761659,0.003856395800008263
8224,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2211280408769688,0.6207293773818303,0.005059561713844273
8225,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2281713597535595,0.6487738858698323,0.005699397468371613
8226,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2289420883443164,0.6564164066351987,0.005912738028423847
8227,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2319105076646555,0.6272649972189761,0.0035756777308804813
8228,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23104368805472683,0.6355293449235538,0.007841928362263875
8229,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2109634341471085,0.6284651854424148,0.004964663206036135
8230,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20132074879328948,0.6254805576510656,0.0013788062886797648
8231,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2646368547433059,0.6271167512916597,0.0035019132892116587
8232,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24371008597112048,0.5901516560981788,0.004393078357036497
8233,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25182029407384837,0.635765807910958,0.00983016900905093
8234,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20906647263426834,0.6401925724198856,0.011793791622992093
8235,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20803876630794466,0.6420459449560307,0.004350817831817862
8236,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2340011576482504,0.6451721976472545,0.004694945754243249
8237,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.272010130663581,0.5881708957368535,9.47042774413773e-5
8238,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23177151627202797,0.6086098867313221,0.009102844671401322
8239,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22214846299122037,0.6121766125891372,0.013203100309137007
8240,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27310507683432145,0.6138314913295307,0.010420796286284478
8241,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27308672971771836,0.6223137610568196,0.004844327665106586
8242,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2047620107214241,0.6233340189593557,0.00917948180504127
8243,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2427974956507209,0.6240383284944637,0.007094672684663036
8244,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20067367590414928,0.6482906900196269,0.014069837411381316
8245,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2523604777678554,0.6524145339587907,0.008637206935973571
8246,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2114629479188758,0.6059005047112184,0.008379460358094098
8247,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2627536525571873,0.5830051135269307,0.007982221094825782
8248,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2163484471850896,0.6204443685976001,0.00149219388880461
8249,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26014221931288606,0.6373619752347982,0.0033728677188271496
8250,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22724197794265583,0.6297540063767434,0.015694806775971976
8251,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19390471569525553,0.6221059949541613,0.004868176066862699
8252,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2449638070264594,0.6159879578438037,0.007437459703747539
8253,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25837046908080125,0.6231239574959216,0.005244045647170125
8254,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27734470624341406,0.6320881859267072,0.001540845535688561
8255,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.17650369638602334,0.5904199599374853,0.0012722720393307605
8256,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21529268086248735,0.6131679289015529,0.022577090597481624
8257,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22225806878629478,0.5968864443391061,0.009476849868257892
8258,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2448155047023173,0.6237273179681774,0.010725029164674512
8259,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.28691895345929874,0.6377449959874906,0.009616351601728941
8260,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19975211792092332,0.607872579589603,0.0013484189062408533
8261,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22207933758811665,0.6292813698155614,0.00690074451772664
8262,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23125893467860942,0.6144543126722806,0.004346423998571279
8263,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2671610523642947,0.5759497676163422,5.741825804728073e-4
8264,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24592511110110338,0.6162763977642867,7.873155815368233e-4
8265,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2298527710066044,0.646712233641345,0.006177357869048513
8266,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.216330819057485,0.6154782760582157,0.00589827387275486
8267,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2632686360611967,0.6249390210212467,0.004621937248303623
8268,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2172639770859362,0.6338483228769732,0.008280893696024472
8269,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2030140822647422,0.6386453533038101,4.3524503217719224e-4
8270,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23037231785491022,0.5913900982746987,0.010430590116319565
8271,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25504627179163974,0.6165514515112529,0.00218231306177073
8272,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25340035459472166,0.5940610749987562,0.021260528199578896
8273,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20799770508170962,0.6289271741624611,0.001039526428231065
8274,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2533670065771387,0.625421906844408,0.002370842832147488
8275,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23536253578598876,0.6520632162297008,0.0038979489282214732
8276,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22231344722260618,0.6378345305142635,0.0046730221258094755
8277,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25218953798346877,0.6061436520837942,0.006986281316323709
8278,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2709608767320602,0.6243277470516018,0.004722496627750611
8279,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2298627673978104,0.6159767335587102,0.010315382882805337
8280,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2081230159861222,0.6213178478103606,0.012872516089326984
8281,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2601981630630031,0.6308613033500734,0.007289021717977413
8282,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22314525603488122,0.637817967289883,0.0049389879958110575
8283,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2535559095958382,0.6279282564556572,0.014477300601402947
8284,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23640883727985595,0.6171968558652422,0.021912861264678864
8285,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25656482263429675,0.6152032568044783,0.0019267069913765484
8286,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22300148582762425,0.6104712303900126,0.012772335191467577
8287,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21118068287538083,0.6552726929813069,0.012194797343064558
8288,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19309891951053232,0.6264502077573709,0.010568358003536475
8289,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2275170495880057,0.598428399588084,0.011394593304716462
8290,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22613751320297387,0.6192508377257814,0.016659797896652485
8291,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23366308026655344,0.6481888411973565,0.003321758359726498
8292,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25620634741799514,0.6255581491143536,0.002588215052552273
8293,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2160703387594582,0.5814758664140321,0.005200223277683154
8294,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24912064085923594,0.6116573373414488,0.020445077209093193
8295,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19173596805447554,0.637203028366559,0.014101183132231979
8296,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18827513171409332,0.6356191948088624,0.006002669961259733
8297,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20294391424389308,0.6295876495564556,0.01251040480804244
8298,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23202191565017036,0.646580561078043,0.008835713729249314
8299,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24549809914674034,0.6400442845012514,0.009858823530313534
8300,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22852404667056875,0.6068381641247421,0.006160846152468168
8301,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27000542039886755,0.6311095887136969,0.02385875341100557
8302,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26243394165875655,0.6229898865229381,0.0034549820175737316
8303,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22882262473340162,0.6355028525497566,0.0024866534294700465
8304,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21307955722516525,0.6266196886484465,0.005841773537460288
8305,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2184744350714148,0.6519144141505968,0.008942792153186201
8306,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21190015382030622,0.6168217493109409,9.518869152437765e-4
8307,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24038898333072434,0.6251800517764332,0.0035696527435591756
8308,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23416104772475588,0.6355753015566201,0.0034205758650915404
8309,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25051951474470074,0.6185820977249957,0.01710930384730723
8310,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2582343688383746,0.6023659505010984,0.012189743386876235
8311,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2638366598231617,0.6486501127272241,0.010085604976199187
8312,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19162094254893144,0.6557610767502738,0.0064294336732271294
8313,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18412974693288015,0.634003975089601,0.016542334271999127
8314,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24331542928874408,0.6369724343950763,0.005200099662537794
8315,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25245385246189905,0.6168271438226839,0.013040673191302785
8316,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23599926666085244,0.6575173358432235,0.00250677440571332
8317,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22669496474697734,0.6224312379513903,0.0044477042091083715
8318,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21773135296546273,0.6326636967466883,0.009633685867727051
8319,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23160706936407033,0.631753612397336,0.013419220720020737
8320,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.238798744531808,0.6421485635282219,0.006272690440921153
8321,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21215429599478985,0.6229772884074501,0.0076686577239857435
8322,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25370949440566043,0.6392261145053214,0.00751850188539194
8323,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2603027948892377,0.5685678373781546,0.001806546333853218
8324,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21219927745285289,0.6245537089780034,0.008691863318573512
8325,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18460769743104097,0.6103801325942766,0.004077427303527482
8326,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.3212139853526828,0.6281866216063802,0.00821542172753305
8327,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24763323717528013,0.5851108483737469,0.008373904003029252
8328,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2036409937540226,0.6323913328040811,0.015555786402738945
8329,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2313478175895489,0.6103718705141175,0.01422388399740929
8330,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19388624659965326,0.632939883914447,0.01278940823952817
8331,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24360330796708415,0.6430788656837699,0.006958096204675828
8332,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24326430212344818,0.6056904438105204,0.009192969429544047
8333,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2726467582588141,0.6342119784371385,0.012555566144087225
8334,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18132657278439046,0.6168325148780707,0.002373429363404086
8335,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23213829355832305,0.6462508693354284,0.004242827197715656
8336,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22598293376834083,0.623300046388471,0.0017878999178531805
8337,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24735066510880432,0.6177767237602142,0.009678556730183065
8338,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18513120896783758,0.6176554944231522,0.0013151045172661124
8339,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2296428918999708,0.5950861742589985,0.009848836468843646
8340,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2613058510480191,0.612171046855881,0.0021099067101725977
8341,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2731025735118878,0.6193193386426302,0.012241099322913831
8342,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22060807412208844,0.6392586929458917,0.012838979397327172
8343,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.29258735739383795,0.6216927690071975,0.015319271007217958
8344,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25606205473976035,0.6313204711391891,5.136150902592222e-4
8345,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20304694324398295,0.6390840332849321,0.010293576484103076
8346,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24391845204261164,0.6468539386405077,0.01123941707493406
8347,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27872698330890633,0.5926572703641454,0.009056707303966837
8348,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24369985708227854,0.6254236071389684,0.006494732221137098
8349,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23119370797139574,0.5997392650864446,0.007726897847104309
8350,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2038399711097198,0.6557818544146143,0.0065223299795388314
8351,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2564028650041955,0.5724135735209841,0.0010545139375157508
8352,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2134731139832804,0.6272887279318851,0.0015661375604623289
8353,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24197263079730966,0.6078262441731344,0.005196635305829249
8354,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.17249997189957406,0.6697427761474454,0.001290362281445329
8355,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23647917379585826,0.6579020955124795,0.007791497435763498
8356,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2037740408417573,0.595540152822532,0.009298298232453383
8357,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24354094593856193,0.5941776805985904,0.007073431582696523
8358,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2506934246237272,0.6346830431603524,4.304523954487289e-4
8359,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.29793471059320487,0.6123649522574677,0.012254249505259954
8360,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24045874354964814,0.6122485438219016,0.009452514700808575
8361,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2598447369712982,0.6237465615057882,0.009633999790719674
8362,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23011447435053825,0.6385559487234369,0.015926195100262254
8363,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2283713359163502,0.610967854311242,0.002224178669419261
8364,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20002493674145744,0.6036722933583937,0.0051891047521406275
8365,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23588052490473888,0.6183797087661761,0.01528317356160595
8366,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25066322700524446,0.5850691660379901,0.004750805134847684
8367,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24773244161777003,0.5920529550966686,0.001467236308153087
8368,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23955843808959004,0.6506184560129405,0.004780129091697744
8369,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24563224201378736,0.626228180599667,0.010119826725959857
8370,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2338843181194088,0.6055502903788018,0.006801484001720408
8371,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2528738136276154,0.6392848271317153,0.0035361683858016763
8372,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24421753661749582,0.6250848605514652,0.0032655032549938103
8373,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.285834618712008,0.6137712708722745,0.003234913815826989
8374,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2484403816073689,0.6164561713267919,0.02047172678134847
8375,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24375903292737502,0.6195735923165434,0.011506793076766181
8376,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.28014339372927594,0.6307223480357794,0.010127086877105732
8377,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24255421358873877,0.6186133875223877,0.0030916127035171825
8378,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26644015847155167,0.6117637072336648,0.002978278938019921
8379,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22155242026234076,0.6288656310076922,0.0016946279178813735
8380,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19520268390137283,0.619769848395296,0.002046048293864402
8381,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2518307664489188,0.60124344042697,0.0019878894585144136
8382,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25606946046053514,0.6405011249401372,0.0070847046527618895
8383,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.20057049762284473,0.6448490878498945,0.008139240657573333
8384,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.28925720471842864,0.6433648972675035,0.010140839224818756
8385,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2038181548334704,0.6279483442893806,0.011590443123532693
8386,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23890943517874902,0.612818087591162,0.007214417214109075
8387,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18302978712711726,0.606273494912207,0.014645986312698558
8388,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.22399606342270015,0.6461539434383499,0.007577718258350726
8389,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24152766288216707,0.6543164609612627,7.901060757275679e-4
8390,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2324077421914759,0.622448060029475,1.5329205040160842e-4
8391,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21313977791265945,0.6107455904169856,0.01851395745840769
8392,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26523018426737344,0.6259613256264617,0.0025563334882020582
8393,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25582301097364296,0.6381319556437994,0.010384346582568198
8394,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2544102245748261,0.6155434408809936,0.00172540142164388
8395,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24786916555768548,0.6477208905886428,0.01894815176199502
8396,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25447484056388364,0.6331860860646427,0.006718070347830816
8397,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19484738359540313,0.6497718165638192,0.0017196689845358714
8398,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.25659137500587265,0.6336317056812467,0.006638869318379358
8399,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2657943968559807,0.6125815621414171,0.006760899990394901
8400,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.18233566705940518,0.6074575020555056,0.0031584388149485726
8401,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24524490363412865,0.6388533882092159,0.011683760644151883
8402,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2070882631799999,0.6391461279582571,0.01917297032024102
8403,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.27183032035894894,0.6614590612531199,0.004534003753527725
8404,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.23118209404444146,0.5876790852633492,0.014501784032129816
8405,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26850073099767785,0.6521540600688572,0.023068264587197435
8406,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.24271550791548135,0.6275793782509906,0.0038929513468804904
8407,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2199328697026215,0.6184270188709241,0.004353456157135914
8408,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2261703404042998,0.6523906347218567,0.009850450971944237
8409,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.21594784315561782,0.6359187402070652,0.0067132379018714165
8410,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2661609074662429,0.6335261733089361,0.009875402996754407
8411,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.2609921671518989,0.6611841378972954,0.009580198392904336
8412,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.19599351423367894,0.6495253648147125,0.004361527626072689
8413,JT-11,LIBS_XRF,4.5,0.237,NA,NA,0.26388609890085135,0.6268142334168848,0.008790173669503125
